despise	V. look on with scorn; regard as worthless or distasteful. Mr. Bond, I despise spies; I look down on them as mean, despicable, honorless men, whom I would wipe from the face of the earth with as little con¬cern as I would scrape dog droppings from the bottom of my shoe.
despoil	V. plunder. If you do not yield, I am afraid the enemy will despoil the countryside.
despondent	ADJ. depressed; gloomy. To the dismay of his parents, William became seriously despondent after he broke up with Jan; they despaired of finding a cure for his gloom. despondency, N.
despot<br tyrant; harsh, authoritarian ruler. How could a benevolent king turn overnight into a despot?	
destitute	ADJ. extremely poor. Because they had no health insurance, the father's costly illness left the family destitute.
desultory	ADJ. aimless; haphazard; digressing at random. In prison Malcolm X set himself the task of reading straight through the dictionary; to him, reading was purposeful, not desultory.
detached	ADJ. emotionally removed; calm and objective; physically unconnected. A psychoanalyst must maintain a detached point of view and stay uninvolved with his or her patients' personal lives. To a child growing up in an apart¬ment or a row house, to live in a detached house was an unattainable dream.
detergent	N. cleansing agent. Many new detergents have replaced soap.
determination	N. resolve; measurement or calculation; decision. Nothing could shake his determination that his children would get the best education that money could buy. Thanks to my pocket calculator, my determination of the answer to the problem took only seconds of my time.
deterrent	N. something that discourages; hindrance. Does the threat of capital punishment serve as a deterrent to potential killers? deter,V.
detonation	N. explosion. The detonation of the bomb could be heard miles away.
detraction	N. slandering; aspersion. He is offended by your frequent detractions of his ability as a leader.
detrimental	ADJ. harmful; damaging. The candidate's acceptance of major financial contributions from a well¬known racist ultimately proved detrimental to his campaign, for he lost the backing of many of his early grassroots sup¬porters. detriment, N.
deviate	V. turn away from (a principle, norm); depart; diverge. Richard never deviated from his daily routine: every day he set off for work at eight o'clock, had his sack lunch (peanut butter on whole wheat) at 12:15, and headed home at the stroke of five.
devious	ADJ. /roundabout; erratic; not straightforward. The Joker's plan was so devious that it was only with great diffi¬culty we could follow its shifts and dodges.
devise	V. think up; invent; plan. How clever he must be to have devised such a devious plan! What ingenious inven¬tions might he have devised if he had turned his mind to science and not to crime.
devoid	ADJ. lacking. You may think her mind is a total void, but she's actually not devoid of intelligence. She just sounds like an airhead.
devotee	N. enthusiastic follower. A devotee of the opera, he bought season tickets every year.
devout	ADJ. pious. The devout man prayed daily.
dexterous	ADJ. skillful. The magician was so dexterous that we could not follow him as he performed his tricks.
diabolical	"ADJ. devilish. ""What a fiend I am, to devise such a diabolical scheme to destroy Gotham City,"" chortled the Joker gleefully."
diagnosis	N. art of identifying a disease; analysis of a con¬dition. In medical school Margaret developed her skill at diagnosis, learning how to read volumes from a rapid pulse or a hacking cough. diagnose, V.; diagnostic,ADJ.
discomfit	V. put to rout; defeat; disconcert. This ruse will discomfitthe enemy. discomfiture, N. discomfited,ADJ.
discomposure	N. agitation; loss of poise. Perpetually poised, Agent 007 never exhibited a moment's discompo¬sure.
disconcert	V. confuse; upset; embarrass. The lawyer was disconcerted by the evidence produced by her adversary.
disconsolate	ADJ. sad. The death of his wife left him dis¬consolate.
discord	N. conflict; lack of harmony. Watching Tweedle¬dum battle Tweedledee, Alice wondered what had caused this pointless discord.
discordant	ADJ. not harmonious; conflicting. Nothing is quite so discordant as the sound of a junior high school orchestra tuning up.
discount	V. disregard; dismiss. Be prepared to discount what he has to say about his ex-wife.
discourse	N. formal discussion; conversation. The young Plato was drawn to the Agora to hear the philosophical dis¬course of Socrates and his followers. alsoV.
discredit	V. defame; destroy confidence in; disbelieve. The campaign was highly negative in tone; each candidate tried to discredit the other.
discrepancy	N. lack of consistency; difference. The police noticed some discrepancies in his description of the crime and did not believe him.
discrete	ADJ. separate; unconnected. The universe is com¬posed of discrete bodies.
discretion	N. prudence; ability to adjust actions to circum¬stances. Use your discretion in this matter and do not dis¬cuss it with anyone. discreet,ADJ.
discriminating	ADJ. able to see differences; prejudiced. A superb interpreter of Picasso, she was sufficiently discrimi¬nating to judge the most complex works of modern art. (secondary meaning) discrimination, N.
discursive	ADJ. digressing; rambling. As the lecturer wan¬dered from topic to topic, we wondered what if any point there was to his discursive remarks.
disdain	V. view with scorn or contempt. In the film Funny Face, the bookish heroine disdained fashion models for their lack of intellectual interests. also N.
disembark	V. go ashore; unload cargo from a ship. Before the passengers could disembark, they had to pick up their passports from the ship's purser.
disenfranchise	V. deprive of a civil right. The imposition of the poll tax effectively disenfranchised poor Southern blacks, who lost their right to vote.
disengage	V. uncouple; separate; disconnect. A standard movie routine involves the hero's desperate attempt to dis¬engage a railroad car from a moving train.
disfigure	V. /mar in beauty; spoil. An ugly frown disfigured his normally pleasant face.
disgorge	V. surrender something; eject; vomit. Unwilling to disgorge the cash he had stolen from the pension fund, the embezzler tried to run away.
disgruntle	V. make discontented. The passengers were disgruntled by the numerous delays.
Word List 15 dishearten-duplicity	...
dishearten	V. discourage; cause to lose courage or hope. His failure to pass the bar exam disheartened him.
disheveled	ADJ. untidy. Your disheveled appearance will hurt your chances in this interview.
disinclination	N. unwillingness. Some mornings I feel a great disinclination to get out of bed
disingenuous<br lacking genuine candor; insincere. Now that we know the mayor and his wife are engaged in a bitter divorce fight, we find their earlier remarks regretting their lack of time together remarkably disingenuous.	
disinter	V. dig up; unearth. They disinterred the body and held an autopsy.
disinterested<br unprejudiced. Given the judge's political ambitions and the lawyers' financial interest in the case, the only disinterested person in the courtroom may have been the court reporter.	
disjointed	ADJ. disconnected. His remarks were so dis¬jointed that we could not follow his reasoning.
dislodge	V. remove (forcibly). Thrusting her fist up under the choking man's lower ribs, Margaret used the Heimlich maneuver to dislodge the food caught in his throat.
dismantle	V. take apart. When the show closed, they dis¬mantled the scenery before storing it.
dismay	V. discourage; frighten. The huge amount of work she had left to do dismayed her. also N.
dismember	V. cut into small parts. When the Austrian Empire was dismembered, several new countries were established.
dismiss	V. put away from consideration; reject. Believing in John's love for her, she dismissed the notion that he might be unfaithful. (secondary meaning)
disparage	V. belittle. A doting mother, Emma was more likely to praise her son's crude attempts at art than to dis¬parage them.
disparate	ADJ. /basically different; unrelated. Unfortunately, Tony and Tina have disparate notions of marriage: Tony sees it as a carefree extended love affair, while Tina sees it as a solemn commitment to build a family and a home.
disparity	N. difference; condition of inequality. Their dis¬parity in rank made no difference at all to the prince and Cinderella.
dispassionate	ADJ. calm; impartial. Known in the company for his cool judgment, Bill could impartially examine the causes of a problem, giving a dispassionate analysis of what had gone wrong, and go on to suggest how to correct the mess.
dispatch	N. speediness; prompt execution; message sent with all due speed. Young Napoleon defeated the enemy with all possible dispatch; he then sent a dispatch to head¬quarters informing his commander of the great victory. alsoV.
dispel	V. scatter; drive away; cause to vanish. The bright sunlight eventually dispelled the morning mist.
disperse	V. scatter. The police fired tear gas into the crowd to disperse the protesters. dispersion, N.
dispirited	ADJ. lacking in spirit. The coach used all the tricks at his command to buoy up the enthusiasm of his team, which had become dispirited at the loss of the star player.
disputatious	ADJ. argumentative; fond of arguing. Con¬vinced he knew more than his lawyers, Alan was a disputa¬tious client, ready to argue about the best way to conduct the case. disputant, N.
disquiet	V. make uneasy or anxious. Holmes's absence for a day, slightly disquieted Watson; after a week with no word, however, Watson's uneasiness about his missing friend had grown into a deep fear for his safety. disquietude, N.
dissection	N. analysis; cutting apart in order to examine. The dissection of frogs in the laboratory is particularly unpleasant to some students.
dissemble	V. disguise; pretend. Even though John tried to dissemble his motive for taking modern dance, we all knew he was there not to dance but to meet girls.
disseminate	V. distribute; spread; scatter (like seeds). By their use of the Internet, propagandists have been able to disseminate their pet doctrines to new audiences around the globe.
dissent	V. disagree. In the recent Supreme Court decision, Justice O'Connor dissented from the majority opinion. also N.
dissertation	N. formal essay. In order to earn a graduate degree from many of our universities, a candidate is fre¬quently required to prepare a dissertation on some schol¬arly subject.
dissident	ADJ. dissenting; rebellious. In the purge that fol¬lowed the student demonstrations at Tiananmen Square, the government hunted down the dissident students and their supporters. also N.
dissimulate<br pretend; conceal by feigning. She tried to dissimulate her grief by her exuberant attitude.	
dissipate	V. squander; waste; scatter. He is a fine artist, but I fear he may dissipate his gifts if he keeps wasting his time playing games.
dissolute	ADJ. loose in morals. The dissolute life led by the ancient Romans is indeed shocking.
dissolution	N. breaking of a union; decay; termination. Which caused King Lear more suffering: the dissolution of his kingdom into warring factions, or the dissolution of his aged, failing body?
dissonance	N. discord. Composer Charles Ives often used dissonance-clashing or unresolved chords-for special effects in his musical works.
dissuade	V. persuade not to do; discourage. Since Tom could not dissuade Huck from running away from home, he decided to run away with him. dissuasion, N.
distant	ADJ. reserved or aloof; cold in manner. His distant greeting made me feel unwelcome from the start. (sec¬ondary meaning)
distend	V. expand; swell out. I can tell when he is under stress by the way the veins distend on his forehead.
distill	V. extract the essence; purify; refine. A moonshiner distills mash into whiskey; an epigrammatist distills thoughts into quips.
distinction	N. honor; contrast; discrimination. A holder of the Medal of Honor, George served with great distinction in World War II. He made a distinction, however, between World War II and Vietnam, which he considered an immoral conflict.
distort	V. twist out of shape. It is difficult to believe the newspaper accounts of the riots because of the way some reporters distort and exaggerate the actual events. distor¬tion, N.
distraught	ADJ. upset; distracted by anxiety. The dis¬traught parents frantically searched the ravine for their lost child.
diurnal	ADJ. daily. A farmer cannot neglect his diurnal tasks at any time; cows, for example, must be milked regularly.
diva	N. operatic singer; prima donna. Although world famous as a diva, she did not indulge in fits of tempera¬ment. ..
diverge	V. vary; go in different directions from the same point. The spokes of the wheel diverge from the hub.
divergent	ADJ. differing; deviating. Since graduating from medical school, the two doctors have taken divergent paths, one going on to become a nationally prominent sur¬geon, the other dedicating himself to a small family practice in his home town. divergence, N.
diverse	ADJ. differing in some characteristics; various. The professor suggested diverse ways of approaching the assignment and recommended that we choose one of them. diversity, N.
diversion	N. act of turning aside; pastime. After studying for several hours, he needed a diversion from work. divert,V.
diversity	N. variety; dissimilitude. The diversity of colleges in this country indicates that many levels of ability are being cared for.
divest	V. strip; deprive. He was divested of his power to act and could no longer govern. divestiture, N.
divine	V. b>; foresee the future. Nothing infuriated Tom more than Aunt Polly's ability to divine when he was telling the truth.
divulge	V. reveal. No lover of gossip, Charlotte would never divulge anything that a friend told her in confidence.
docile	ADJ. obedient; easily managed. As docile as he seems today, that old lion was once a ferocious, snarling beast. docility, N.
doctrinaire<br unable to compromise about points of doctrine; dogmatic; unyielding. Weng had hoped that the student-led democracy movement might bring about change in China, but the repressive response of the doctri¬naire hard-liners crushed his dreams of democracy.	
doctrine	N. teachings, in general; particular principle (reli¬gious, legal, etc.) taught. He was so committed to the doc¬trines of his faith that he was unable to evaluate them impartially.
document	V. /provide written evidence. She kept all the receipts from her business trip in order to document her expenses for the firm. also N.
doff	V. take off. A gentleman used to doff his hat to a lady.
dogged	ADJ. determined; stubborn. Les Miserables tells of Inspector Javert's long, dogged pursuit of the criminal Jean Valjean.
doggerel	N. poor verse. Although we find occasional snatches of genuine poetry in her work, most of her writing is mere doggerel.
dogmatic	ADJ. opinionated; arbitrary; doctrinal. We tried to discourage Doug from being so dogmatic, but never could convince him that his opinions might be wrong.
doldrums<br >He couldn't beat the drum anymore because of the severe doldrums	
doleful	ADJ. sorrowful. He found the doleful lamentations of the bereaved family emotionally disturbing and he left as quickly as he could.
dolt	N. >The dolt bolted himself with plenty of dove
domicile	N. home. Although his legal domicile was in New York City, his work kept him away from his residence for many years. alsoV.
domineer	V. rule over tyrannically. Students prefer teach¬ers who guide, not ones who domineer.
don<br put on. When Clark Kent has to don his Superman outfit, he changes clothes in a convenient phone booth.	
doodle	V. scribble or draw aimlessly; waste time. Art's teachers scolded him when he doodled all over the margins of his papers.
dormant	ADJ. sleeping; lethargic; latent. At fifty her long¬dormant ambition to write flared up once more; within a year she had completed the first of her great historical novels.
dormer	N. window projecting from roof. In remodeling the attic into a bedroom, we decided that we needed to put in dormers to provide sufficient ventilation for the new room.
dossier	N. file of documents on a subject. Ordered by J. Edgar Hoover to investigate the senator, the FBI compiled a complete dossieron him.
dote	V. be excessively fond of; show signs of mental decline. Not only grandmothers bore you with stories about their brilliant grandchildren; grandfathers dote on the little rascals, too. Poor old Alf clearly doted: the senile old dotard was past it; in fact, he was in his dotage.
douse	V. plunge into water; drench; extinguish. They doused each other with hoses and water balloons.
dowdy	ADJ. slovenly; untidy. She tried to change her dowdy image by buying a new fashionable wardrobe.
downcast	ADJ. disheartened; sad. Cheerful and optimistic by nature, Beth was never downcast despite the difficulties she faced.
drab	ADJ. dull; lacking color; cheerless. The Dutch woman's drab winter coat contrasted with the distinctive, colorful native costume she wore beneath it.
draconian<br >Draco Malfoy implemented draconian measures against Potters	
dregs<br >Greg sank like a dreg	
drivel<br nonsense; foolishness. Why do I have to spend my days listening to such idiotic drivel? Drivel is related to dribble: think of a dribbling, driveling idiot.	
droll	ADJ. /queer and amusing. He was a popular guest because his droll anecdotes were always entertaining.
drone<br idle person; male bee. Content to let his wife support him, the would-be writer was in reality nothing but a drone.	
dross<br waste matter; worthless impurities. Many meth¬ods have been devised to separate the valuable metal from the dross.	
drudgery	N. menial work. Cinderella's fairy godmother res¬cued her from a life of drudgery.
dubious	ADJ. questionable; filled with doubt. Many critics of SAT I contend the test is of dubious worth. Jay claimed he could get a perfect 1600 on SAT I, but Ellen was dubi¬ous: she knew he hadn't cracked a book in three years.
ductile	ADJ. malleable; flexible; pliable. Copper is an extremely ductile material: you can stretch it into the thinnest of wires, bend it, even wind it into loops.
dulcet<br sweet sounding. The dulcet sounds of the birds at dawn were soon drowned out by the roar of traffic passing our motel.	
dumbfound	V. astonish. Egbert's perfect 1600 on his SAT I exam dumbfounded his classmates, who had always found him to be perfectly dumb.
dupe	N. someone easily fooled. While the gullible Watson often was made a dupe by unscrupulous parties, Sherlock Holmes was far more difficult to fool. alsoV.
duplicity	N. double-dealing; hypocrisy. When Tanya learned that Mark had been two-timing her, she was furious at his duplicity.
Word List 16 duration-encroachment	...
duration	N. length of time something lasts. Because she wanted the children to make a good impression on the din¬ner guests, Mother promised them a treat if they'd behave for the duration of the meal.
duress	N. coercion, especially unlawfully. The hostages were held under duress until the prisoners' demands were met.
dutiful	ADJ. respectful; obedient. When Mother told Billy to kiss Great-Aunt Hattie, the boy obediently gave the old woman a dutiful peck on her cheek.
dwarf	V. cause to seem small. The giant redwoods and high cliffs dwarfed the elegant Ahwahnee Hotel, making it appear a modest lodge rather than an imposing hostelry.
dwindle	V. shrink; reduce. The food in the life boat gradu¬ally dwindled away to nothing; in the end, they ate the ship's cook.
dynamic	ADJ. energetic; vigorously active. The dynamic aerobics instructor kept her students on the run; she was a little dynamo.
earthy	ADJ. unrefined; coarse. His earthy remarks often embarrassed the women in his audience.
ebb	V. recede; lessen. Sitting on the beach, Mrs. Dalloway watched the tide ebb: the waters receded, drawing away from her as she sat there all alone. also N.
ebullient	ADJ. showing excitement; overflowing with enthu¬siasm. Amy's ebullient nature could not be repressed; she' was always bubbling over with excitement. ebullience, N.
eccentric	ADJ. irregular; odd; whimsical; bizarre. The comet veered dangerously close to the earth in its eccentric orbit. People came up with some eccentric ideas for deal¬ing with the emergency: someone even suggested tieing a knot in the comet's tail!
eccentricity	N. oddity; idiosyncrasy. Some of his friends tried to account for his rudeness to strangers as the eccen¬tricity of genius.
ecclesiastic	ADJ. pertaining to the church. The minister donned his ecclesiastic garb and walked to the pulpit. also N.
eclectic	ADJ. composed of elements drawn from dis¬parate sources. His style of interior decoration was eclec¬tic: bits and pieces of furnishings from widely divergent periods, strikingly juxtaposed to create a unique decor. eclecticism, N.
eclipse<br darken; extinguish; surpass. The new stock market high eclipsed the previous record set in 1995.	
ecologist	N. a person concerned with the interrelationship between living organisms and their environment. The ecolo¬gist was concerned that the new dam would upset the nat¬ural balance of the creatures living in Glen Canyon.
economy	N. efficiency or conciseness in using something. Reading the epigrams of Pope, I admire the economy of his verse: in few words he conveys worlds of meaning. (sec¬ondary meaning)
ecstasy	N. rapture; joy; any overpowering emotion. When Allison received her long-hoped-for letter of acceptance from Harvard, she was in ecstasy. ecstatic,ADJ.
eddy	N. swirling current of water, air, etc. The water in the tide pool was still, except for an occasional eddy.
edict N.	N. >Egypt Erect
edify	V. instruct; correct morally. Although his purpose was to edify and not to entertain his audience, many of his listeners were amused rather than enlightened.
eerie	ADJ. weird. In that eerie setting, it was easy to believe in ghosts and other supernatural beings.
efface	V. rub out. The coin had been handled so many times that its date had been effaced.
effectual	ADJ. able to produce a desired effect; valid. Medical researchers are concerned because of the devel¬opment of drug-resistant strains of bacteria; many once useful antibiotics are no longer effectual in curing bacterial infections.
effervescence	N. inner excitement or exuberance; bub¬bling from fermentation or carbonation. Nothing depressed Sue for long; her natural effervescence soon reasserted itself. Soda that loses its effervescence goes flat. efferves¬cent, ADJ. effervesce,V.
efficacy	N. power to produce desired effect. The efficacy of this drug depends on the regularity of the dosage. effica¬cious,ADJ.
effigy	N. dummy. The mob showed its irritation by hanging the judge in effigy.
effrontery	N. shameless boldness. She had the effrontery to insult the guest.
effusive<br pouring forth; gushing. Her effusive manner of greeting her friends finally began to irritate them. effu¬sion, N.	
egoism	N. excessive interest in one's self; belief that one should be interested in one's self rather than in others. His egoism prevented him from seeing the needs of his col¬leagues.
egotistical	"ADJ. excessively self-centered; self-important; conceited. Typical egotistical remark: ""But enough of this chit-chat about you and your little problems. Let's talk about what's really important: Me!"""
egregious	ADJ. >Despite his bright appearance, Greg in fact is an egregious asshole
egress	"N. exit. Barnum's sign ""To the Egress"" fooled many people who thought they were going to see an animal and instead found themselves in the street."
ejaculation	N. exclamation. He could not repress an ejacu¬lation of surprise when he heard the news.
elaboration	N. addition of details; intricacy. Tell what hap¬pened simply, without any elaboration. elaborate,V.
elated	ADJ. overjoyed; in high spirits. Grinning from ear to ear, Bonnie Blair was clearly elated by her fifth Olympic gold medal. elation, N.
elegy	"N. poem or song expressing lamentation. On the death of Edward King, Milton composed the elegy ""Lyci¬das."" elegiacal,ADJ."
elicit	V. draw out by discussion. The detectives tried to elicit where he had hidden his loot.
elixir<br >Panacea	
ellipsis	"N. omission of words from a text. Sometimes an ellipsis can lead to a dangling modifier, as in the sentence ""Once dressed, you should refrigerate the potato salad."""
elliptical	ADJ. oval; ambiguous, either purposely or because key words have been left out. An elliptical billiard ball wobbles because it is not perfectly round; an elliptical remark baffles because it is not perfectly clear.
eloquence	N. expressiveness; persuasive speech. The crowds were stirred by Martin Luther King's eloquence. elo¬quent,ADJ.
elucidate	V. explain; enlighten. He was called upon to elu¬cidate the disputed points in his article.
elusive	ADJ. evasive; baffling; hard to grasp. Trying to pin down exactly when the contractors would be finished remodeling the house, Nancy was frustrated by their elusive replies. elude,V.
emaciated	ADJ. >Emancipate the emaciated prisoners of war
emanate	V. issue forth. A strong odor of sulphur emanated from the spring.
emancipate<br set free. At first, the attempts of the Aboli¬tionists to emancipate the slaves were unpopular in New England as well as in the South.	
embargo	N. ban on commerce or other activity. As a result of the embargo, trade with the colonies was at a standstill.
embark	V. commence; go on board a boat or airplane; begin a journey. In devoting herself to the study of gorillas, Dian Fossey embarked on a course of action that was to cost her her life.
embed	V. enclose; place in something. Tales of actual his¬torical figures like King Alfred have become embedded in legends.
embellish	V. adorn; ornament. The costume designer embellished the leading lady's ball gown with yards and yards of ribbon and lace.
embezzlement	N. stealing. The bank teller confessed his embezzlement of the funds.
embody	V. personify; make concrete; incorporate. Cheer¬ing on his rival Mark McGwire's efforts to break Roger Maris's home run record, Sammy Sosa embodied the spirit of true sportsmanship.
embrace	V. hug; adopt or espouse; accept readily; encir¬cle; include. Clasping Maid Marian in his arms, Robin Hood embraced her lovingly. In joining the outlaws in Sherwood Forest, she had openly embraced their cause.
embroider	V. decorate with needlework; ornament with fancy or fictitious details. For her mother's birthday, Beth embroidered a lovely design on a handkerchief. When asked what made her late getting home, Jo embroidered her account with tales of runaway horses and rescuing peo¬ple from a ditch. embroidery, N.
embroil	V. throw into confusion; involve in strife; entangle. He became embroiled in the heated discussion when he tried to arbitrate the dispute.
embryonic	ADJ. undeveloped; rudimentary. The evil of class and race hatred must be eliminated while it is still in an embry¬onic state; otherwise, it may grow to dangerous proportions. emend V. correct; correct by a critic. The critic emended the book by selecting the passages which he thought most appropriate to the text.
emendation	N. >Emend
eminent	ADJ. high; lofty. After his appointment to this emi¬nent position, he seldom had time for his former friends.
emissary	N. agent; messenger. The secretary of state was sent as the president's special emissary to the conference on disarmament.
emollient	N.&nbsp;&nbsp;ADJ.>Molly
empathy	N. ability to identify with another's feelings, ideas, etc. What made Ann such a fine counselor was her empa¬thy, her ability to put herself in her client's place and feel his emotions as if they were her own. empathize,V.
empirical	ADJ. based on experience. He distrusted hunches and intuitive flashes; he placed his reliance entirely on empirical data.
emulate	V. imitate; rival. In a brief essay, describe a person you admire, someone whose virtues you would like to emulate.
enamored	ADJ. /in love. Narcissus became enamored of his own beauty.
encipher	V. encode; convert a message into code. One of Bond's first lessons was how to encipher the messages he sent to Miss Moneypenny so that none of his other lady friends could decipher them.
enclave<br >Enclose Cave	
encomium	N. >Encomium for guiding the nation out of economical crisis
encompass	V. surround. Although we were encompassed by enemy forces, we were cheerful for we were well stocked and could withstand a siege until our allies joined us.
encroachment	"N. gradual intrusion. The encroachment of the factories upon the neighborhood lowered the value of the real estate."
Word List 17 encumber-etymology	...
encumber<br burden. Some people encumber themselves with too much luggage when they take short trips.	
endearment	N. fond statement. Your gifts and endear¬ments cannot make me forget your earlier insolence.
endemic<br prevailing among a specific group of people or in a specific area or country. This disease is endemic in this part of the world; more than 80 percent of the popula¬tion are at one time or another affected by it.	
endorse	V. approve; support. Everyone waited to see which one of the rival candidates for the city council the mayor would endorse. (secondary meaning) endorsement, N.
enduring	ADJ. lasting; surviving. Keats believed in the enduring power of great art, which would outlast its cre¬ators' brief lives.
energize	V. invigorate; make forceful and active. Rather than exhausting Maggie, dancing energized her.
enervate<br weaken. She was slow to recover from her ill¬ness; even a short walk to the window would enervate her.	
enfranchise	V. to admit to the rights of citizenship (espe¬cially the right to vote). Although Blacks were enfranchised shortly after the Civil War, women did not receive the right to vote until 1920.
engage	"V. attract; hire; pledge oneself; confront. ""Your case has engaged my interest, my lord,"" said Holmes. ""You may engage my services."""
engaging	ADJ. charming; attractive. Everyone liked Nancy's pleasant manners and engaging personality.
engender	V. cause; produce. To receive praise for real accomplishments engenders self-confidence in a child.
engross	V. occupy fully. John was so engrossed in his studies that he did not hear his mother call.
enhance	V. increase; improve. You can enhance your chances of being admitted to the college of your choice by learning to write well; an excellent essay can enhance any application.
enigma	"N. puzzle; mystery. ""What do women want?"" asked Dr. Sigmund Freud. Their behavior was an enigma to him."
enigmatic	ADJ. obscure; puzzling. Many have sought to fathom the enigmatic smile of the Mona Lisa.
enmity	N. ill will; hatred. At Camp David, President Carter labored to bring an end to the enmity that prevented the peaceful coexistence of Egypt and Israel.
ennui	N. boredom. The monotonous routine of hospital life induced a feeling of ennui that made him moody and irritable.
enormity	N. hugeness (in a bad sense). He did not realize the enormity of his crime until he saw what suffering he had caused.
enrapture	V. please intensely. The audience was enrap¬tured by the freshness of the voices and the excellent orchestration.
ensconce<br >Absconce	
ensemble	N. group of (supporting) players; organic unity; costume. As a dancer with the Oakland Ballet, Benjamin enjoyed being part of the ensemble. Having acted with one another for well over a decade, the cast members have developed a true sense of ensemble: They work together seamlessly. Mitzi wore a charming two-piece ensemble designed by Donna Karan.
entail	V. require; necessitate; involve. Building a college¬level vocabulary will entail some work on your part.
enterprising	ADJ. full of initiative. By coming up with fresh ways to market the company's products, Mike proved him¬self to be an enterprising businessman.
enthrall	V. capture;From the moment he saw her picture, he was enthralled by her beauty.
entice	V. lure; attract; tempt. She always tried to entice her baby brother into mischief.
entitlement	N. right to claim something; right to benefits. While Bill was entitled to use a company car while he worked for the firm, the company's lawyers questioned his entitlement to the vehicle once he'd quit his job.
entity	N. real being. As soon as the Charter was adopted, the United Nations became an entity and had to be consid¬ered as a factor in world diplomacy.
entomology	N. >Epitomize Insect
entourage	"N. group of attendants; retinue. Surrounded by the members of his entourage, the mayor hurried into city hall, shouting a brusque ""No comment!"" to the reporters lin¬ing the steps."
entrance	V. put under a spell; carry away with emotion. Shafts of sunlight on a wall could entrance her and leave her spellbound.
entreat	V. plead; ask earnestly. She entreated her father to let her stay out till midnight.
entrepreneur	N. businessman; contractor. Opponents of our present tax program argue that it discourages entrepre¬neurs from trying new fields of business activity.
enumerate	V. list; mention one by one. Huck hung his head in shame as Miss Watson enumerated his many flaws.
enunciate	V. >Pronounce
eon	N. long period of time; an age. It has taken eons for our civilization to develop.
ephemeral	ADJ. short-lived; fleeting. The mayfly is an ephemeral creature: its adult life lasts little more than a day.
epic	N. long heroic poem, or similar work of art. Kuro¬sawa's film Seven Samurai is an epic portraying the strug¬gle of seven warriors to destroy a band of robbers. alsoADJ.
epicure	N. connoisseur of food and drink. Epicures fre¬quent this restaurant because it features exotic wines and dishes. epicurean,ADJ.
epigram	N. >Aphorism
epilogue	N. short speech at conclusion of dramatic work. The audience was so disappointed in the play that many did not remain to hear the epilogue.
episodic	ADJ. >Episode
epistolary	ADJ. consisting of letters. Mark Harris's Wake Up, Stupid! is a modern epistolary novel that uses letters, telegrams, and newspaper clippings to tell the hero's story. The movie You've Got Mail tells a story using e-mail; does that make it an e-pistolary movie? epistle, N.
epitaph	N. inscription in memory of a dead person. In his will, he dictated the epitaph he wanted placed on his tomb¬stone.
epithet	N. word or phrase characteristically used to describe a person or thing. So many kings of France were named Charles that you could tell them apart only by their epithets: Charles the Wise was someone far different from Charles the Fat.
epitome	"N. perfect example or embodiment. Singing ""I am the very model of a modern Major-General,"" in The Pirates of Penzance, Major-General Stanley proclaimed himself the epitome of an officer and a gentleman."
epoch	N. period of time. The glacial epoch lasted for thou¬sands of years.
equable<br tranquil; steady; uniform. After the hot sum¬mers and cold winters of New England, he found the cli¬mate of the West Indies equable and pleasant.	
equanimity	N. >
equestrian	N. >Equator
equilibrium	N. balance. After the divorce, he needed some time to regain his equilibrium.
equine	ADJ. >Equestrian Equine face equals a parody
equinox<br >Fort Knox looks beautiful at equinox, having its body divided into two parts	
equitable	ADJ. fair; impartial. I am seeking an equitable solution to this dispute, one that will be fair and acceptable to both sides.
equity	N. fairness; justice. Our courts guarantee equity to all.
equivocal	ADJ. ambiguous; intentionally misleading. Rejecting the candidate's equivocal comments on tax reform, the reporters pressed him to state clearly where he stood on the issue. equivocate,V.
equivocate	V. lie; mislead; attempt to conceal the truth. The audience saw through his attempts to equivocate on the subject under discussion and ridiculed his remarks.
erode	V. eat away. The limestone was eroded by the drip¬ping water until only a thin shell remained. erosion, N.
erotic	ADJ. /pertaining to passionate love. The erotic pas¬sages in this novel should be removed as they are merely pornographic.
erratic	ADJ. odd; unpredictable. Investors become anxious when the stock market appears erratic.
erroneous	ADJ. mistaken; wrong. I thought my answer was correct, but it was erroneous.
erudite	ADJ. learned; scholarly. Though his fellow students thought him erudite, Paul knew he would have to spend many years in serious study before he could consider him¬self a scholar.
escapade	N. >Escape
escapism	N. avoiding reality by diverting oneself with amusements. Before you criticize her constant reading as mere escapism, note how greatly her vocabulary has improved since she began spending her days buried in books.
eschew	V. avoid. Hoping to present himself to his girlfriend as a totally reformed character, he tried to eschew all the vices, especially chewing tobacco and drinking bathtub gin.
esoteric	ADJ. hard to understand; known only to the cho¬sen few. The New Yorker short stories often include esoteric allusions to obscure people and events: the implication is, if you are in the in-crowd, you'll get the reference; if you come from Cleveland, you won't.
espionage	N. Spying. In order to maintain its power, the government developed a system of espionage that pene¬trated every household.
espouse	V. adopt; support. She was always ready to espouse a worthy cause.
esteem	V. respect; value. Jill esteemed Jack's taste in music, but she deplored his taste in clothes.
estranged	ADJ. separated; alienated. The estranged wife sought a divorce. estrangement, N.
ethereal	ADJ. light; heavenly; unusually refined. In Shake¬speare's The Tempest, the spirit Ariel is an ethereal crea¬ture, too airy and unearthly for our mortal world.
ethnic	ADJ. relating to races. Intolerance between ethnic groups is deplorable and usually is based on lack of infor¬mation.
